document_id,ticker,company_name,report_year,dimension_code,raw_score,evidence_locator,evidence_exists,evidence_text_short,evidence_semantic_status,evidence_issue_type,score_evidence_alignment,needs_review,recommended_action
MDA_5157_SG_2022,SG,Saudee Group Berhad,2022,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS Introduction The summary of the results of SAUDEE and its subsidiaries (“Group”) for the past two (2) financial years ended 31 July 2021 (“FYE 2021”) to FYE 2022 as summarised below:- FYE 2022 FYE 2021 01.08.2021 to 31.07.2022 01.08.2020 to 31.07.,strong,none,aligned,false,accept
MDA_5157_SG_2023,SG,Saudee Group Berhad,2023,AR01,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS Introduction The summary of the results of SAUDEE and its subsidiaries (“Group”) for the past two (2) financial years ended 31 July 2022 (“FYE 2022”) to FYE 2023 summarised below:- FYE 2023 FYE 2022 01.08.2022 to 31.07.2023 01.08.2021 to 31.07.202,strong,none,aligned,false,accept
MDA_5157_SG_2023,SG,Saudee Group Berhad,2023,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS Introduction The summary of the results of SAUDEE and its subsidiaries (“Group”) for the past two (2) financial years ended 31 July 2022 (“FYE 2022”) to FYE 2023 summarised below:- FYE 2023 FYE 2022 01.08.2022 to 31.07.2023 01.08.2021 to 31.07.202,acceptable,numeric_review_required,partial,false,manual_review
MDA_5157_SG_2023,SG,Saudee Group Berhad,2023,AR03,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS Introduction The summary of the results of SAUDEE and its subsidiaries (“Group”) for the past two (2) financial years ended 31 July 2022 (“FYE 2022”) to FYE 2023 summarised below:- FYE 2023 FYE 2022 01.08.2022 to 31.07.2023 01.08.2021 to 31.07.202,weak,missing_causal_explanation,partial,true,manual_review
MDA_5157_SG_2023,SG,Saudee Group Berhad,2023,AR04,4,[MDA_P008],true,"Even facing the uncertainty on post Covid-19 pandemic challenge on global and local in material price and forex, the Group was still able to improved its cash inflow from operation and still maintained its current ratio at 3.74 times for FYE 2023 as compared to 8.8 times for FYE ",strong,none,aligned,false,accept
MDA_5157_SG_2023,SG,Saudee Group Berhad,2023,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS Introduction The summary of the results of SAUDEE and its subsidiaries (“Group”) for the past two (2) financial years ended 31 July 2022 (“FYE 2022”) to FYE 2023 summarised below:- FYE 2023 FYE 2022 01.08.2022 to 31.07.2023 01.08.2021 to 31.07.202,strong,none,aligned,false,accept
MDA_5157_SG_2024,SG,Saudee Group Berhad,2024,AR01,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS,strong,none,aligned,false,accept
MDA_5157_SG_2024,SG,Saudee Group Berhad,2024,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS,invalid,missing_financial_content,misaligned,true,rerun_dimension_only
MDA_5157_SG_2024,SG,Saudee Group Berhad,2024,AR03,4,[MDA_P002],true,"SAUDIGOLD GROUP BERHAD 200801036832 (838172-P) Analysis of profit/(Loss) FYE 2024 FYE 2023 01.08.2023 to 31.07.2024 01.08.2022 to 31.07.2023 Analysis of Profit and expenses : Profit/(Loss) Loss before tax (RM’000) (5,706) (7,290) Loss after tax (RM’000) (6,063) (7,367) Earnings/(",acceptable,none,aligned,false,accept
MDA_5157_SG_2024,SG,Saudee Group Berhad,2024,AR04,4,[MDA_P006],true,"Even facing the uncertainty on post Covid-19 pandemic challenge on global and local in material price and forex, the Group was still able to generated positive cash inflow from operation and still maintained its current ratio at 5.0 times for FYE 2024 as compared to 3.7 times for",strong,none,aligned,false,accept
MDA_5157_SG_2024,SG,Saudee Group Berhad,2024,AR05,4,[MDA_P001],true,MANAGEMENT DISCUSSION & ANALYSIS,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2020,HBGLOB,HB Global Limited,2020,AR01,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2020,HBGLOB,HB Global Limited,2020,AR02,2,[MDA_P002],true,HB GLOBAL LIMITED Annual Report 2020 Financial Review Our revenue decreased by RMB59.6 million or approximately 37.8% from RMB157.5 million in financial year ended 31 December 2019 (“FYE2019”) to RMB97.9 million in financial year ended 31 December 2020 (“FYE2020”). The decreased ,acceptable,numeric_review_required,partial,false,manual_review
MDA_5187_HBGLOB_2020,HBGLOB,HB Global Limited,2020,AR03,2,[MDA_P002],true,HB GLOBAL LIMITED Annual Report 2020 Financial Review Our revenue decreased by RMB59.6 million or approximately 37.8% from RMB157.5 million in financial year ended 31 December 2019 (“FYE2019”) to RMB97.9 million in financial year ended 31 December 2020 (“FYE2020”). The decreased ,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2020,HBGLOB,HB Global Limited,2020,AR04,2,[MDA_P002],true,HB GLOBAL LIMITED Annual Report 2020 Financial Review Our revenue decreased by RMB59.6 million or approximately 37.8% from RMB157.5 million in financial year ended 31 December 2019 (“FYE2019”) to RMB97.9 million in financial year ended 31 December 2020 (“FYE2020”). The decreased ,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2020,HBGLOB,HB Global Limited,2020,AR05,2,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2021,HBGLOB,HB Global Limited,2021,AR01,2,[MDA_P001],true,HB GLOBAL LIMITED I Annual Report 2021 MANAGEMENT DISCUSSION AND ANALYSIS Dear Valued Shareholders On behalf of the Board of Directors ´the Boardµ of HB Global Limited ´HBGLµ the Audited Financial Statements of the Company and its subsidiaries ´the Groupµ for the financial year e,invalid,non_mda_noise,misaligned,true,check_text_cleaning
MDA_5187_HBGLOB_2021,HBGLOB,HB Global Limited,2021,AR02,3,[MDA_P016],true,million in financial year ended December ´FYE µ to RMB million in financial year ended December,acceptable,numeric_review_required,partial,false,manual_review
MDA_5187_HBGLOB_2021,HBGLOB,HB Global Limited,2021,AR03,2,[MDA_P015],true,Forward Resources construction Sdn Bhd ´FRCµ ² the main operating situated in Malaysia by SLH infra Sdn Bhd As the main subsidiary SHF is principally involved in the design research development of RTS products and marketing activities while JHF are rearing and trading of livestoc,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2021,HBGLOB,HB Global Limited,2021,AR04,2,[MDA_P017],true,´FYE µ The increase was mainly due to increase in demand on products after the Covid outbreak since early The Group achieved a net loss before taxation of RMB million in FYE as compared to net loss before taxation of RMB million in FYE Expectation As the countries around the worl,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2021,HBGLOB,HB Global Limited,2021,AR05,2,[MDA_P001],true,HB GLOBAL LIMITED I Annual Report 2021 MANAGEMENT DISCUSSION AND ANALYSIS Dear Valued Shareholders On behalf of the Board of Directors ´the Boardµ of HB Global Limited ´HBGLµ the Audited Financial Statements of the Company and its subsidiaries ´the Groupµ for the financial year e,invalid,non_mda_noise,misaligned,true,check_text_cleaning
MDA_5187_HBGLOB_2022,HBGLOB,HB Global Limited,2022,AR01,4,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS The following MD&A of the operating performance and financial condition of the Group for the twelve (12) months ended 31 December 2022 should be read in conjunction with the Audited Financial Statement for the year ended 31 December 2022 and rel,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2022,HBGLOB,HB Global Limited,2022,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS The following MD&A of the operating performance and financial condition of the Group for the twelve (12) months ended 31 December 2022 should be read in conjunction with the Audited Financial Statement for the year ended 31 December 2022 and rel,acceptable,numeric_review_required,partial,false,manual_review
MDA_5187_HBGLOB_2022,HBGLOB,HB Global Limited,2022,AR03,2,[MDA_P004],true,ANNUAL REPORT 2022 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Operation Overview HBGL Group’s revenue had decreased by RMB55.4 million or approximately 42% from RMB131.5 million in financial year ended 31 December 2021 (“FYE2021”) to RMB76.1 million in financia,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2022,HBGLOB,HB Global Limited,2022,AR04,4,[MDA_P004],true,ANNUAL REPORT 2022 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Operation Overview HBGL Group’s revenue had decreased by RMB55.4 million or approximately 42% from RMB131.5 million in financial year ended 31 December 2021 (“FYE2021”) to RMB76.1 million in financia,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2022,HBGLOB,HB Global Limited,2022,AR05,2,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS The following MD&A of the operating performance and financial condition of the Group for the twelve (12) months ended 31 December 2022 should be read in conjunction with the Audited Financial Statement for the year ended 31 December 2022 and rel,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2023,HBGLOB,HB Global Limited,2023,AR01,4,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS Overview of Business and Objectives HB Global Limited (“HBGL”) is principally an investment holding company and currently the Group has one active wholly owned subsidiary as below: 100% owned Subsidiary: (i) Shandong Hengbao Foodstuffs Co., Ltd.",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2023,HBGLOB,HB Global Limited,2023,AR02,3,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS Overview of Business and Objectives HB Global Limited (“HBGL”) is principally an investment holding company and currently the Group has one active wholly owned subsidiary as below: 100% owned Subsidiary: (i) Shandong Hengbao Foodstuffs Co., Ltd.",acceptable,numeric_review_required,partial,false,manual_review
MDA_5187_HBGLOB_2023,HBGLOB,HB Global Limited,2023,AR03,2,[MDA_P003],true,"Recognizing that customer preferences evolve, we continuously strive to monitor and refine our offerings to meet their changing needs. By prioritizing quality, the Group aims to fortify its market position and cultivate enduring relationships with its customers. Operation Overvie",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2023,HBGLOB,HB Global Limited,2023,AR04,4,[MDA_P009],true,"ANNUAL REPORT 2023 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Given our role in the food industry, we are acutely aware of the risks associated with product quality and safety. To mitigate these risks, we have implemented rigorous policies and procedures for pr",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2023,HBGLOB,HB Global Limited,2023,AR05,4,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS Overview of Business and Objectives HB Global Limited (“HBGL”) is principally an investment holding company and currently the Group has one active wholly owned subsidiary as below: 100% owned Subsidiary: (i) Shandong Hengbao Foodstuffs Co., Ltd.",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR01,4,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF BUSINESS AND OPERATIONS HBGL specialises in the food industry, focusing on the processing, packaging, and production of ready-to- serve foods, frozen vegetables, and other culinary products. Utilising advanced technologies such as cl",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR02,2,[MDA_P008],true,"ANNUAL REPORT 2024 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Gross Margin FYE 2024 FYE 2023 Changes RMB’ million RMB’ million % Revenue 80.726 80.049 0.8 Cost of Sales (65.420) (78.995) -17.18 Gross Profit 15.306 1.054 +1,352 Gross Margin (%) 1.3 +17.70 The gr",acceptable,numeric_review_required,partial,false,manual_review
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR03,2,[MDA_P006],true,"The Group has entered into partnerships with regional and international retailers, distributors, and institutional buyers, strengthening its market position across key territories. By aligning its offerings with evolving consumer preferences, HBGL remains competitive in the globa",strong,none,aligned,false,accept
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR04,2,[MDA_P005],true,ANNUAL REPORT 2024 HB GLOBAL LIMITED MANAGEMENT DISCUSSION AND ANALYSIS (cont’d) Expansion into High-Growth Sectors HBGL has broadened its portfolio by venturing into large-scale agriculture and aquaculture. These initiatives support both sustainable food production and export ma,strong,none,aligned,false,accept
MDA_5187_HBGLOB_2024,HBGLOB,HB Global Limited,2024,AR05,4,[MDA_P001],true,"MANAGEMENT DISCUSSION AND ANALYSIS OVERVIEW OF BUSINESS AND OPERATIONS HBGL specialises in the food industry, focusing on the processing, packaging, and production of ready-to- serve foods, frozen vegetables, and other culinary products. Utilising advanced technologies such as cl",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR01,4,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR02,3,[MDA_P002],true,Annual Report 2020,acceptable,numeric_review_required,partial,false,manual_review
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR03,2,[MDA_P003],true,"a) Revenue For FY 2020, China Ouhua, which is principally involved in importing and sales of grape wines with its sole manufacturing plant which is located in Yantai City, Shandong Province, China recorded a revenue decline of 6.12% or RMB 1.337 million from RMB 21.836 million in",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR04,2,[MDA_P003],true,"a) Revenue For FY 2020, China Ouhua, which is principally involved in importing and sales of grape wines with its sole manufacturing plant which is located in Yantai City, Shandong Province, China recorded a revenue decline of 6.12% or RMB 1.337 million from RMB 21.836 million in",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2020,CNOUHUA,China Ouhua Winery Holdings Limited,2020,AR05,4,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR01,4,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR02,3,[MDA_P002],true,Annual Report 2021,acceptable,numeric_review_required,partial,false,manual_review
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR03,2,[MDA_P003],true,"a) Revenue For FY 2021, China Ouhua, which is principally involved in importing and sales of grape wines with its sole manufacturing plant located in Yantai City, Shandong Province, China recorded a revenue decline of 23.31% or RMB 4.778 million from RMB 20.499 million in FY 2020",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR04,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2021,CNOUHUA,China Ouhua Winery Holdings Limited,2021,AR05,4,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR01,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR02,3,[MDA_P002],true,Annual Report 2022,acceptable,numeric_review_required,partial,false,manual_review
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR03,2,[MDA_P003],true,"b) Profit(Loss) after Taxation Loss for FY 2022 was RMB 25.940 million as compared with FY 2021's loss of RMB 4.263 million.The higher loss figure in FY 2022 was mainly due to Inventories written down, which amount to RMB15.396 million, and Impairment for PPE of RMB6.388 million ",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR04,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2022,CNOUHUA,China Ouhua Winery Holdings Limited,2022,AR05,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR01,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR02,3,[MDA_P002],true,Annual Report 2023,acceptable,numeric_review_required,partial,false,manual_review
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR03,2,[MDA_P003],true,"b) Profit(Loss) after Taxation Loss for FY 2023 was RMB 7.403 million as compared with FY 2022's loss of RMB 25.940 million.The higher loss figure in FY 2022 was mainly due to Inventories written down, which amount to RMB15.396 million, and Impairment for PPE of RMB6.388 million ",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR04,2,[MDA_P003],true,"b) Profit(Loss) after Taxation Loss for FY 2023 was RMB 7.403 million as compared with FY 2022's loss of RMB 25.940 million.The higher loss figure in FY 2022 was mainly due to Inventories written down, which amount to RMB15.396 million, and Impairment for PPE of RMB6.388 million ",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2023,CNOUHUA,China Ouhua Winery Holdings Limited,2023,AR05,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR01,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR02,3,[MDA_P002],true,Annual Report 2024,acceptable,numeric_review_required,partial,false,manual_review
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR03,2,[MDA_P003],true,"a) Revenue For FY 2024, China Ouhua, which is principally involved in importing and sales of grape wines with its sole manufacturing plant located in Yantai City, Shandong Province, China recorded a decrease in revenue of 8.40% or RMB 1.311 million from RMB 15.604 million in FY 2",strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR04,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5188_CNOUHUA_2024,CNOUHUA,China Ouhua Winery Holdings Limited,2024,AR05,2,[MDA_P001],true,Management Discussion and Analysis CHINA OUHUA WINERY HOLDINGS LIMITED Overview of Performance Prospects,strong,none,aligned,false,accept
MDA_5202_MSM_2020,MSM,MSM,2020,AR01,4,[MDA_P001],true,"GROUP CHIEF EXECUTIVE OFFICER REVIEW Generally, the business community in Malaysia is experiencing tighter cash flow due to enforced business closures as part of the government’s movement control order (MCO) from March to May 2020. For the food and beverage sector, manufacturers ",strong,none,aligned,false,accept
MDA_5202_MSM_2020,MSM,MSM,2020,AR02,3,[MDA_P001],true,"GROUP CHIEF EXECUTIVE OFFICER REVIEW Generally, the business community in Malaysia is experiencing tighter cash flow due to enforced business closures as part of the government’s movement control order (MCO) from March to May 2020. For the food and beverage sector, manufacturers ",acceptable,numeric_review_required,partial,false,manual_review
MDA_5202_MSM_2020,MSM,MSM,2020,AR03,2,[MDA_P001],true,"GROUP CHIEF EXECUTIVE OFFICER REVIEW Generally, the business community in Malaysia is experiencing tighter cash flow due to enforced business closures as part of the government’s movement control order (MCO) from March to May 2020. For the food and beverage sector, manufacturers ",strong,none,aligned,false,accept
MDA_5202_MSM_2020,MSM,MSM,2020,AR04,2,[MDA_P002],true,"During the initial phase of MCO, most of the domestic customers suspended their operations whilst During the initial phase of MCO, most of the domestic customers suspended their operations whilst the Industry customers were facing export supply chain disruptions. Nonetheless, con",strong,none,aligned,false,accept
MDA_5202_MSM_2020,MSM,MSM,2020,AR05,2,[MDA_P001],true,"GROUP CHIEF EXECUTIVE OFFICER REVIEW Generally, the business community in Malaysia is experiencing tighter cash flow due to enforced business closures as part of the government’s movement control order (MCO) from March to May 2020. For the food and beverage sector, manufacturers ",strong,none,aligned,false,accept
MDA_5202_MSM_2021,MSM,MSM,2021,AR01,2,[MDA_P001],true,GROUP FINANCIAL,acceptable,none,aligned,false,accept
MDA_5202_MSM_2021,MSM,MSM,2021,AR02,3,[MDA_P002],true,REVIEW,acceptable,numeric_review_required,partial,false,manual_review
MDA_5202_MSM_2021,MSM,MSM,2021,AR03,2,[MDA_P003],true,"Key Financial Performance Indicators MSM uses several key financial indicators to measure its financial performance. These key financial indicators are: Revenue, Profit Before Tax (PBT), Return on Capital Employed (ROCE), Net Debt and Financing to EBITDA, and Cash Balance Positio",weak,missing_causal_explanation,partial,true,manual_review
MDA_5202_MSM_2021,MSM,MSM,2021,AR04,4,[MDA_P021],true,"Outlook The Group performed well in the financial year ended 31 December 2021, buoyed by good raw sugar hedging. We expect the level of sugar consumption to improve in FY2022 as travel restrictions ease domestically. While raw sugar supply shortages will result in raw sugar price",strong,none,aligned,false,accept
MDA_5202_MSM_2021,MSM,MSM,2021,AR05,2,[MDA_P001],true,GROUP FINANCIAL,acceptable,none,aligned,false,accept
MDA_5202_MSM_2022,MSM,MSM,2022,AR01,2,[MDA_P001],true,"Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",strong,none,aligned,false,accept
MDA_5202_MSM_2022,MSM,MSM,2022,AR02,3,[MDA_P001],true,"Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",acceptable,numeric_review_required,partial,false,manual_review
MDA_5202_MSM_2022,MSM,MSM,2022,AR03,2,[MDA_P001],true,"Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",weak,missing_causal_explanation,partial,true,manual_review
MDA_5202_MSM_2022,MSM,MSM,2022,AR04,4,[MDA_P003],true,"NAVIGATING THE HIGH-COST ENVIRONMENT Despite the generally higher prices, MSM remained more committed than ever to its strategy of always procuring raw sugar at the lowest possible price. MSM have also explored various pricing mechanisms to better manage the volatility and to red",acceptable,none,aligned,false,accept
MDA_5202_MSM_2022,MSM,MSM,2022,AR05,2,[MDA_P001],true,"Business Review NY11 RAW SUGAR PRICE PROCUREMENT OF RAW SUGAR 1,008,959 tonnes 968,646 tonnes 1,092,869 tonnes NY11 RAW SUGAR PRICE",strong,none,aligned,false,accept
MDA_5202_MSM_2023,MSM,MSM,2023,AR01,4,[MDA_P001],true,"MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABDUL MALEK SHAHAR, FCA Chief Financial Officer OVERVI",strong,none,aligned,false,accept
MDA_5202_MSM_2023,MSM,MSM,2023,AR02,2,[MDA_P001],true,"MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABDUL MALEK SHAHAR, FCA Chief Financial Officer OVERVI",acceptable,numeric_review_required,partial,false,manual_review
MDA_5202_MSM_2023,MSM,MSM,2023,AR03,4,[MDA_P001],true,"MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABDUL MALEK SHAHAR, FCA Chief Financial Officer OVERVI",strong,none,aligned,false,accept
MDA_5202_MSM_2023,MSM,MSM,2023,AR04,2,[MDA_P001],true,"MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABDUL MALEK SHAHAR, FCA Chief Financial Officer OVERVI",strong,none,aligned,false,accept
MDA_5202_MSM_2023,MSM,MSM,2023,AR05,2,[MDA_P001],true,"MSM AT A GLANCE A PERSPECTIVE FROM OUR LEADERSHIP OUR APPROACH TO VALUE CREATION OUR GROUP BUSINESS REVIEW MSM Malaysia Holdings Berhad Sustainable Excellence Through Integration GROUP FINANCIAL REVIEW DR MAZATUL 'AINI SHAHAR ABDUL MALEK SHAHAR, FCA Chief Financial Officer OVERVI",strong,none,aligned,false,accept
MDA_5202_MSM_2024,MSM,MSM,2024,AR01,2,[MDA_P001],true,"Discussion and Analysis (MD&A). In addition, corporate announcements are made to keep shareholders informed of significant developments affecting the Company, in full compliance with the Listing Requirements. The Board also ensures adherence to all applicable financial reporting ",strong,none,aligned,false,accept
MDA_5202_MSM_2024,MSM,MSM,2024,AR02,3,[MDA_P001],true,"Discussion and Analysis (MD&A). In addition, corporate announcements are made to keep shareholders informed of significant developments affecting the Company, in full compliance with the Listing Requirements. The Board also ensures adherence to all applicable financial reporting ",acceptable,numeric_review_required,partial,false,manual_review
MDA_5202_MSM_2024,MSM,MSM,2024,AR03,1,[MDA_P001],true,"Discussion and Analysis (MD&A). In addition, corporate announcements are made to keep shareholders informed of significant developments affecting the Company, in full compliance with the Listing Requirements. The Board also ensures adherence to all applicable financial reporting ",acceptable,none,aligned,false,accept
MDA_5202_MSM_2024,MSM,MSM,2024,AR04,2,[MDA_P002],true,"RISK MANAGEMENT AND INTERNAL CONTROLS The Board remains committed to maintaining and continually enhancing MSM Group’s and its subsidiaries’ risk management and internal control systems, with the support of the AGRC. The Group’s control environment incorporates several critical c",acceptable,none,aligned,false,accept
MDA_5202_MSM_2024,MSM,MSM,2024,AR05,2,[MDA_P001],true,"Discussion and Analysis (MD&A). In addition, corporate announcements are made to keep shareholders informed of significant developments affecting the Company, in full compliance with the Listing Requirements. The Board also ensures adherence to all applicable financial reporting ",strong,none,aligned,false,accept
MDA_5306_FFB_2022,FFB,FarmFresh,2022,AR01,2,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS OUR VALUE CREATING BUSINESS MODEL,strong,none,aligned,false,accept
MDA_5306_FFB_2022,FFB,FarmFresh,2022,AR02,3,[MDA_P001],true,MANAGEMENT DISCUSSION AND ANALYSIS OUR VALUE CREATING BUSINESS MODEL,invalid,missing_financial_content,misaligned,true,rerun_dimension_only
