document_id,dimension_code,source_paragraph_count,selected_paragraph_count,selected_paragraph_ids,selection_reason,input_char_count,estimated_token_count,context_budget,budget_passed,fallback_used
MDA_3255_HEIM_2020,AR01,77,5,MDA_P001|MDA_P002|MDA_P006|MDA_P007|MDA_P011,coverage_map_and_representative_sections,5421,1356,1606,True,True
MDA_3255_HEIM_2020,AR02,77,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5946,1487,1606,True,True
MDA_3255_HEIM_2020,AR03,77,5,MDA_P003|MDA_P006|MDA_P007|MDA_P008|MDA_P010,operating_driver_keywords_with_causal_priority,5936,1484,1606,True,True
MDA_3255_HEIM_2020,AR04,77,5,MDA_P001|MDA_P002|MDA_P007|MDA_P012|MDA_P016,risk_outlook_challenge_keywords,5343,1336,1606,True,True
MDA_3255_HEIM_2020,AR05,77,5,MDA_P001|MDA_P020|MDA_P039|MDA_P058|MDA_P077,python_structure_features_and_representative_paragraphs,5028,1257,1606,True,False
MDA_3255_HEIM_2021,AR01,73,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P011,coverage_map_and_representative_sections,5909,1478,1606,True,True
MDA_3255_HEIM_2021,AR02,73,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6392,1598,1606,True,True
MDA_3255_HEIM_2021,AR03,73,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5505,1377,1606,True,True
MDA_3255_HEIM_2021,AR04,73,5,MDA_P002|MDA_P003|MDA_P009|MDA_P011|MDA_P015,risk_outlook_challenge_keywords,5664,1416,1606,True,True
MDA_3255_HEIM_2021,AR05,73,5,MDA_P001|MDA_P019|MDA_P037|MDA_P055|MDA_P073,python_structure_features_and_representative_paragraphs,4007,1002,1606,True,False
MDA_3255_HEIM_2022,AR01,36,5,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P013,coverage_map_and_representative_sections,5819,1455,1606,True,True
MDA_3255_HEIM_2022,AR02,36,4,MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5251,1313,1606,True,True
MDA_3255_HEIM_2022,AR03,36,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,operating_driver_keywords_with_causal_priority,5864,1466,1606,True,True
MDA_3255_HEIM_2022,AR04,36,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P013|MDA_P014,risk_outlook_challenge_keywords,6398,1600,1606,True,True
MDA_3255_HEIM_2022,AR05,36,5,MDA_P001|MDA_P010|MDA_P019|MDA_P028|MDA_P036,python_structure_features_and_representative_paragraphs,4995,1249,1606,True,False
MDA_3255_HEIM_2023,AR01,59,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,coverage_map_and_representative_sections,5534,1384,1606,True,True
MDA_3255_HEIM_2023,AR02,59,4,MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5523,1381,1606,True,True
MDA_3255_HEIM_2023,AR03,59,5,MDA_P003|MDA_P004|MDA_P005|MDA_P016|MDA_P017,operating_driver_keywords_with_causal_priority,6274,1569,1606,True,True
MDA_3255_HEIM_2023,AR04,59,5,MDA_P002|MDA_P003|MDA_P004|MDA_P008|MDA_P013,risk_outlook_challenge_keywords,5923,1481,1606,True,True
MDA_3255_HEIM_2023,AR05,59,5,MDA_P001|MDA_P015|MDA_P030|MDA_P045|MDA_P059,python_structure_features_and_representative_paragraphs,5792,1448,1606,True,False
MDA_3255_HEIM_2024,AR01,44,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P007,coverage_map_and_representative_sections,6021,1506,1606,True,True
MDA_3255_HEIM_2024,AR02,44,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6382,1596,1606,True,True
MDA_3255_HEIM_2024,AR03,44,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,5995,1499,1606,True,True
MDA_3255_HEIM_2024,AR04,44,4,MDA_P001|MDA_P002|MDA_P007|MDA_P014,risk_outlook_challenge_keywords,4807,1202,1606,True,True
MDA_3255_HEIM_2024,AR05,44,5,MDA_P001|MDA_P012|MDA_P023|MDA_P034|MDA_P044,python_structure_features_and_representative_paragraphs,5192,1298,1606,True,False
MDA_3662_MFLOUR_2020,AR01,9,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,coverage_map_and_representative_sections,5337,1335,1606,True,True
MDA_3662_MFLOUR_2020,AR02,9,7,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P008,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5844,1461,1606,True,True
MDA_3662_MFLOUR_2020,AR03,9,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,5831,1458,1606,True,True
MDA_3662_MFLOUR_2020,AR04,9,4,MDA_P002|MDA_P004|MDA_P006|MDA_P007,risk_outlook_challenge_keywords,4094,1024,1606,True,False
MDA_3662_MFLOUR_2020,AR05,9,5,MDA_P001|MDA_P003|MDA_P005|MDA_P007|MDA_P009,python_structure_features_and_representative_paragraphs,4072,1018,1606,True,False
MDA_3662_MFLOUR_2021,AR01,8,7,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P008,coverage_map_and_representative_sections,5403,1351,1606,True,False
MDA_3662_MFLOUR_2021,AR02,8,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5680,1420,1606,True,False
MDA_3662_MFLOUR_2021,AR03,8,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,5949,1488,1606,True,False
MDA_3662_MFLOUR_2021,AR04,8,4,MDA_P003|MDA_P004|MDA_P006|MDA_P007,risk_outlook_challenge_keywords,4444,1111,1606,True,False
MDA_3662_MFLOUR_2021,AR05,8,5,MDA_P001|MDA_P003|MDA_P005|MDA_P007|MDA_P008,python_structure_features_and_representative_paragraphs,3159,790,1606,True,False
MDA_3662_MFLOUR_2022,AR01,12,6,MDA_P001|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,coverage_map_and_representative_sections,5563,1391,1606,True,True
MDA_3662_MFLOUR_2022,AR02,12,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5845,1462,1606,True,True
MDA_3662_MFLOUR_2022,AR03,12,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5341,1336,1606,True,True
MDA_3662_MFLOUR_2022,AR04,12,5,MDA_P003|MDA_P005|MDA_P006|MDA_P007|MDA_P008,risk_outlook_challenge_keywords,5573,1394,1606,True,True
MDA_3662_MFLOUR_2022,AR05,12,5,MDA_P001|MDA_P004|MDA_P007|MDA_P010|MDA_P012,python_structure_features_and_representative_paragraphs,4115,1029,1606,True,False
MDA_3662_MFLOUR_2023,AR01,18,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006|MDA_P007,coverage_map_and_representative_sections,5935,1484,1606,True,True
MDA_3662_MFLOUR_2023,AR02,18,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5671,1418,1606,True,True
MDA_3662_MFLOUR_2023,AR03,18,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6325,1582,1606,True,True
MDA_3662_MFLOUR_2023,AR04,18,5,MDA_P002|MDA_P004|MDA_P006|MDA_P007|MDA_P010,risk_outlook_challenge_keywords,5835,1459,1606,True,True
MDA_3662_MFLOUR_2023,AR05,18,5,MDA_P001|MDA_P005|MDA_P010|MDA_P014|MDA_P018,python_structure_features_and_representative_paragraphs,3663,916,1606,True,False
MDA_3662_MFLOUR_2024,AR01,14,6,MDA_P001|MDA_P002|MDA_P003|MDA_P006|MDA_P008|MDA_P010,coverage_map_and_representative_sections,6097,1525,1606,True,True
MDA_3662_MFLOUR_2024,AR02,14,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5538,1385,1606,True,True
MDA_3662_MFLOUR_2024,AR03,14,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6215,1554,1606,True,True
MDA_3662_MFLOUR_2024,AR04,14,6,MDA_P002|MDA_P003|MDA_P005|MDA_P006|MDA_P007|MDA_P008,risk_outlook_challenge_keywords,6223,1556,1606,True,True
MDA_3662_MFLOUR_2024,AR05,14,5,MDA_P001|MDA_P004|MDA_P008|MDA_P011|MDA_P014,python_structure_features_and_representative_paragraphs,4954,1239,1606,True,False
MDA_3689_FN_2020,AR01,37,6,MDA_P001|MDA_P004|MDA_P007|MDA_P008|MDA_P019|MDA_P026,coverage_map_and_representative_sections,5414,1354,1606,True,True
MDA_3689_FN_2020,AR02,37,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5443,1361,1606,True,True
MDA_3689_FN_2020,AR03,37,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5909,1478,1606,True,True
MDA_3689_FN_2020,AR04,37,4,MDA_P003|MDA_P007|MDA_P025|MDA_P027,risk_outlook_challenge_keywords,4712,1178,1606,True,False
MDA_3689_FN_2020,AR05,37,5,MDA_P001|MDA_P010|MDA_P019|MDA_P028|MDA_P037,python_structure_features_and_representative_paragraphs,3610,903,1606,True,False
MDA_3689_FN_2021,AR01,89,6,MDA_P001|MDA_P002|MDA_P004|MDA_P006|MDA_P023|MDA_P027,coverage_map_and_representative_sections,5557,1390,1606,True,True
MDA_3689_FN_2021,AR02,89,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6031,1508,1606,True,True
MDA_3689_FN_2021,AR03,89,5,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,5383,1346,1606,True,True
MDA_3689_FN_2021,AR04,89,5,MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P009,risk_outlook_challenge_keywords,5981,1496,1606,True,True
MDA_3689_FN_2021,AR05,89,5,MDA_P001|MDA_P023|MDA_P045|MDA_P067|MDA_P089,python_structure_features_and_representative_paragraphs,3573,894,1606,True,False
MDA_3689_FN_2022,AR01,83,4,MDA_P001|MDA_P010|MDA_P013|MDA_P026,coverage_map_and_representative_sections,5478,1370,1606,True,True
MDA_3689_FN_2022,AR02,83,4,MDA_P001|MDA_P002|MDA_P003|MDA_P004,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5754,1439,1606,True,True
MDA_3689_FN_2022,AR03,83,5,MDA_P001|MDA_P002|MDA_P005|MDA_P008|MDA_P009,operating_driver_keywords_with_causal_priority,5772,1443,1606,True,True
MDA_3689_FN_2022,AR04,83,5,MDA_P002|MDA_P003|MDA_P004|MDA_P007|MDA_P009,risk_outlook_challenge_keywords,5774,1444,1606,True,True
MDA_3689_FN_2022,AR05,83,5,MDA_P001|MDA_P021|MDA_P042|MDA_P063|MDA_P083,python_structure_features_and_representative_paragraphs,6258,1565,1606,True,False
MDA_3689_FN_2023,AR01,55,6,MDA_P001|MDA_P002|MDA_P003|MDA_P012|MDA_P015|MDA_P028,coverage_map_and_representative_sections,5703,1426,1606,True,True
MDA_3689_FN_2023,AR02,55,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5389,1348,1606,True,True
MDA_3689_FN_2023,AR03,55,5,MDA_P002|MDA_P003|MDA_P007|MDA_P008|MDA_P012,operating_driver_keywords_with_causal_priority,6032,1508,1606,True,True
MDA_3689_FN_2023,AR04,55,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P010,risk_outlook_challenge_keywords,6358,1590,1606,True,True
MDA_3689_FN_2023,AR05,55,5,MDA_P001|MDA_P014|MDA_P028|MDA_P042|MDA_P055,python_structure_features_and_representative_paragraphs,3373,844,1606,True,False
MDA_4065_PPB_2020,AR01,12,5,MDA_P001|MDA_P003|MDA_P004|MDA_P006|MDA_P007,coverage_map_and_representative_sections,5551,1388,1606,True,True
MDA_4065_PPB_2020,AR02,12,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5575,1394,1606,True,True
MDA_4065_PPB_2020,AR03,12,6,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006,operating_driver_keywords_with_causal_priority,6210,1553,1606,True,True
MDA_4065_PPB_2020,AR04,12,4,MDA_P001|MDA_P007|MDA_P009|MDA_P010,risk_outlook_challenge_keywords,4953,1239,1606,True,False
MDA_4065_PPB_2020,AR05,12,5,MDA_P001|MDA_P004|MDA_P007|MDA_P010|MDA_P012,python_structure_features_and_representative_paragraphs,5373,1344,1606,True,False
MDA_4065_PPB_2021,AR01,33,5,MDA_P001|MDA_P002|MDA_P005|MDA_P006|MDA_P016,coverage_map_and_representative_sections,5396,1349,1606,True,True
MDA_4065_PPB_2021,AR02,33,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6139,1535,1606,True,True
MDA_4065_PPB_2021,AR03,33,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,operating_driver_keywords_with_causal_priority,6112,1528,1606,True,True
MDA_4065_PPB_2021,AR04,33,5,MDA_P005|MDA_P006|MDA_P008|MDA_P011|MDA_P012,risk_outlook_challenge_keywords,5577,1395,1606,True,True
MDA_4065_PPB_2021,AR05,33,5,MDA_P001|MDA_P009|MDA_P017|MDA_P025|MDA_P033,python_structure_features_and_representative_paragraphs,4877,1220,1606,True,False
MDA_4065_PPB_2022,AR01,32,5,MDA_P001|MDA_P003|MDA_P004|MDA_P009|MDA_P011,coverage_map_and_representative_sections,5965,1492,1606,True,True
MDA_4065_PPB_2022,AR02,32,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6007,1502,1606,True,True
MDA_4065_PPB_2022,AR03,32,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,6141,1536,1606,True,True
MDA_4065_PPB_2022,AR04,32,5,MDA_P001|MDA_P004|MDA_P007|MDA_P008|MDA_P009,risk_outlook_challenge_keywords,6188,1547,1606,True,True
MDA_4065_PPB_2022,AR05,32,5,MDA_P001|MDA_P009|MDA_P017|MDA_P025|MDA_P032,python_structure_features_and_representative_paragraphs,4656,1164,1606,True,False
MDA_4065_PPB_2023,AR01,43,5,MDA_P001|MDA_P002|MDA_P004|MDA_P006|MDA_P008,coverage_map_and_representative_sections,6205,1552,1606,True,True
MDA_4065_PPB_2023,AR02,43,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6092,1523,1606,True,True
MDA_4065_PPB_2023,AR03,43,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,6189,1548,1606,True,True
MDA_4065_PPB_2023,AR04,43,5,MDA_P001|MDA_P004|MDA_P006|MDA_P007|MDA_P008,risk_outlook_challenge_keywords,6152,1538,1606,True,True
MDA_4065_PPB_2023,AR05,43,5,MDA_P001|MDA_P011|MDA_P022|MDA_P033|MDA_P043,python_structure_features_and_representative_paragraphs,4065,1017,1606,True,False
MDA_4065_PPB_2024,AR01,21,10,MDA_P001|MDA_P004|MDA_P005|MDA_P006|MDA_P009|MDA_P011|MDA_P014|MDA_P016|MDA_P017|MDA_P021,coverage_map_and_representative_sections,2663,666,1606,True,False
MDA_4065_PPB_2024,AR02,21,15,MDA_P007|MDA_P008|MDA_P009|MDA_P010|MDA_P011|MDA_P012|MDA_P013|MDA_P014|MDA_P015|MDA_P016|MDA_P017|MDA_P018|MDA_P019|MDA_P020|MDA_P021,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,4290,1073,1606,True,False
MDA_4065_PPB_2024,AR03,21,9,MDA_P005|MDA_P008|MDA_P009|MDA_P010|MDA_P011|MDA_P016|MDA_P017|MDA_P018|MDA_P019,operating_driver_keywords_with_causal_priority,2955,739,1606,True,False
MDA_4065_PPB_2024,AR04,21,4,MDA_P004|MDA_P005|MDA_P006|MDA_P007,risk_outlook_challenge_keywords,1922,481,1606,True,False
MDA_4065_PPB_2024,AR05,21,5,MDA_P001|MDA_P006|MDA_P011|MDA_P016|MDA_P021,python_structure_features_and_representative_paragraphs,1680,420,1606,True,False
MDA_4707_NESTLE_2020,AR01,20,6,MDA_P001|MDA_P002|MDA_P003|MDA_P005|MDA_P006|MDA_P011,coverage_map_and_representative_sections,6203,1551,1606,True,True
MDA_4707_NESTLE_2020,AR02,20,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5720,1430,1606,True,True
MDA_4707_NESTLE_2020,AR03,20,6,MDA_P001|MDA_P003|MDA_P004|MDA_P006|MDA_P007|MDA_P010,operating_driver_keywords_with_causal_priority,5983,1496,1606,True,True
MDA_4707_NESTLE_2020,AR04,20,6,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P009,risk_outlook_challenge_keywords,6385,1597,1606,True,True
MDA_4707_NESTLE_2020,AR05,20,5,MDA_P001|MDA_P006|MDA_P011|MDA_P016|MDA_P020,python_structure_features_and_representative_paragraphs,5607,1402,1606,True,False
MDA_4707_NESTLE_2021,AR01,14,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P008,coverage_map_and_representative_sections,5858,1465,1606,True,True
MDA_4707_NESTLE_2021,AR02,14,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6279,1570,1606,True,True
MDA_4707_NESTLE_2021,AR03,14,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,operating_driver_keywords_with_causal_priority,5820,1455,1606,True,True
MDA_4707_NESTLE_2021,AR04,14,5,MDA_P002|MDA_P003|MDA_P004|MDA_P009|MDA_P010,risk_outlook_challenge_keywords,5365,1342,1606,True,False
MDA_4707_NESTLE_2021,AR05,14,5,MDA_P001|MDA_P004|MDA_P008|MDA_P011|MDA_P014,python_structure_features_and_representative_paragraphs,4737,1185,1606,True,False
MDA_4707_NESTLE_2022,AR01,13,6,MDA_P001|MDA_P002|MDA_P003|MDA_P005|MDA_P007|MDA_P010,coverage_map_and_representative_sections,6404,1601,1606,True,True
MDA_4707_NESTLE_2022,AR02,13,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6064,1516,1606,True,True
MDA_4707_NESTLE_2022,AR03,13,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,operating_driver_keywords_with_causal_priority,5605,1402,1606,True,True
MDA_4707_NESTLE_2022,AR04,13,4,MDA_P001|MDA_P003|MDA_P012|MDA_P013,risk_outlook_challenge_keywords,4679,1170,1606,True,False
MDA_4707_NESTLE_2022,AR05,13,5,MDA_P001|MDA_P004|MDA_P007|MDA_P010|MDA_P013,python_structure_features_and_representative_paragraphs,5832,1458,1606,True,False
MDA_4707_NESTLE_2023,AR01,8,5,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P007,coverage_map_and_representative_sections,5900,1475,1606,True,True
MDA_4707_NESTLE_2023,AR02,8,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6289,1573,1606,True,True
MDA_4707_NESTLE_2023,AR03,8,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,operating_driver_keywords_with_causal_priority,5830,1458,1606,True,False
MDA_4707_NESTLE_2023,AR04,8,4,MDA_P001|MDA_P006|MDA_P007|MDA_P008,risk_outlook_challenge_keywords,4592,1148,1606,True,False
MDA_4707_NESTLE_2023,AR05,8,5,MDA_P001|MDA_P003|MDA_P005|MDA_P007|MDA_P008,python_structure_features_and_representative_paragraphs,5931,1483,1606,True,False
MDA_4707_NESTLE_2024,AR01,21,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006,coverage_map_and_representative_sections,5746,1437,1606,True,True
MDA_4707_NESTLE_2024,AR02,21,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6142,1536,1606,True,True
MDA_4707_NESTLE_2024,AR03,21,5,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005,operating_driver_keywords_with_causal_priority,5683,1421,1606,True,True
MDA_4707_NESTLE_2024,AR04,21,5,MDA_P001|MDA_P004|MDA_P005|MDA_P006|MDA_P011,risk_outlook_challenge_keywords,5756,1439,1606,True,True
MDA_4707_NESTLE_2024,AR05,21,5,MDA_P001|MDA_P006|MDA_P011|MDA_P016|MDA_P021,python_structure_features_and_representative_paragraphs,5740,1435,1606,True,False
MDA_5008_HARISON_2021,AR01,9,6,MDA_P001|MDA_P002|MDA_P004|MDA_P005|MDA_P006|MDA_P009,coverage_map_and_representative_sections,5008,1252,1606,True,False
MDA_5008_HARISON_2021,AR02,9,3,MDA_P005|MDA_P006|MDA_P007,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,3597,900,1606,True,False
MDA_5008_HARISON_2021,AR03,9,2,MDA_P004|MDA_P006,operating_driver_keywords_with_causal_priority,1902,476,1606,True,False
MDA_5008_HARISON_2021,AR04,9,2,MDA_P004|MDA_P008,risk_outlook_challenge_keywords,2525,632,1606,True,False
MDA_5008_HARISON_2021,AR05,9,5,MDA_P001|MDA_P003|MDA_P005|MDA_P007|MDA_P009,python_structure_features_and_representative_paragraphs,4519,1130,1606,True,False
MDA_5008_HARISON_2022,AR01,36,10,MDA_P001|MDA_P003|MDA_P005|MDA_P014|MDA_P019|MDA_P022|MDA_P024|MDA_P027|MDA_P031|MDA_P036,coverage_map_and_representative_sections,3229,808,1606,True,False
MDA_5008_HARISON_2022,AR02,36,29,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008|MDA_P012|MDA_P013|MDA_P014|MDA_P015|MDA_P016|MDA_P017|MDA_P018|MDA_P019|MDA_P020|MDA_P021|MDA_P022|MDA_P023|MDA_P024|MDA_P025|MDA_P026|MDA_P027|MDA_P028|MDA_P029|MDA_P030|MDA_P031|MDA_P032,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6182,1546,1606,True,True
MDA_5008_HARISON_2022,AR03,36,17,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P015|MDA_P017|MDA_P019|MDA_P022|MDA_P023|MDA_P024|MDA_P030|MDA_P031|MDA_P032|MDA_P033|MDA_P035,operating_driver_keywords_with_causal_priority,5376,1344,1606,True,False
MDA_5008_HARISON_2022,AR04,36,4,MDA_P027|MDA_P031|MDA_P033|MDA_P035,risk_outlook_challenge_keywords,1933,484,1606,True,False
MDA_5008_HARISON_2022,AR05,36,5,MDA_P001|MDA_P010|MDA_P019|MDA_P028|MDA_P036,python_structure_features_and_representative_paragraphs,963,297,1606,True,False
MDA_5008_HARISON_2023,AR01,53,8,MDA_P001|MDA_P006|MDA_P023|MDA_P027|MDA_P030|MDA_P050|MDA_P052|MDA_P053,coverage_map_and_representative_sections,3934,984,1606,True,False
MDA_5008_HARISON_2023,AR02,53,38,MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P008|MDA_P009|MDA_P010|MDA_P011|MDA_P012|MDA_P013|MDA_P014|MDA_P022|MDA_P023|MDA_P024|MDA_P025|MDA_P026|MDA_P027|MDA_P028|MDA_P029|MDA_P030|MDA_P031|MDA_P032|MDA_P033|MDA_P034|MDA_P035|MDA_P036|MDA_P037|MDA_P039|MDA_P040|MDA_P041|MDA_P042|MDA_P043|MDA_P044|MDA_P045|MDA_P046|MDA_P047|MDA_P049,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5927,1482,1606,True,True
MDA_5008_HARISON_2023,AR03,53,21,MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P009|MDA_P011|MDA_P023|MDA_P024|MDA_P027|MDA_P028|MDA_P029|MDA_P030|MDA_P031|MDA_P032|MDA_P033|MDA_P034|MDA_P036|MDA_P042|MDA_P044|MDA_P046|MDA_P050,operating_driver_keywords_with_causal_priority,5505,1377,1606,True,True
MDA_5008_HARISON_2023,AR04,53,2,MDA_P052|MDA_P053,risk_outlook_challenge_keywords,1735,434,1606,True,False
MDA_5008_HARISON_2023,AR05,53,5,MDA_P001|MDA_P014|MDA_P027|MDA_P040|MDA_P053,python_structure_features_and_representative_paragraphs,1112,313,1606,True,False
MDA_5008_HARISON_2024,AR01,42,8,MDA_P001|MDA_P002|MDA_P003|MDA_P009|MDA_P022|MDA_P030|MDA_P037|MDA_P042,coverage_map_and_representative_sections,4880,1220,1606,True,False
MDA_5008_HARISON_2024,AR02,42,14,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007|MDA_P008|MDA_P009|MDA_P010|MDA_P011|MDA_P012|MDA_P013|MDA_P014,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,6285,1572,1606,True,True
MDA_5008_HARISON_2024,AR03,42,17,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P006|MDA_P007|MDA_P008|MDA_P009|MDA_P010|MDA_P011|MDA_P012|MDA_P013|MDA_P015|MDA_P021|MDA_P023|MDA_P025|MDA_P030,operating_driver_keywords_with_causal_priority,6312,1578,1606,True,True
MDA_5008_HARISON_2024,AR04,42,1,MDA_P037,risk_outlook_challenge_keywords,440,138,1606,True,False
MDA_5008_HARISON_2024,AR05,42,5,MDA_P001|MDA_P011|MDA_P022|MDA_P032|MDA_P042,python_structure_features_and_representative_paragraphs,2508,627,1606,True,False
MDA_5102_GCB_2020,AR01,18,6,MDA_P001|MDA_P003|MDA_P004|MDA_P005|MDA_P008|MDA_P009,coverage_map_and_representative_sections,6337,1585,1606,True,True
MDA_5102_GCB_2020,AR02,18,7,MDA_P001|MDA_P002|MDA_P003|MDA_P004|MDA_P005|MDA_P006|MDA_P007,financial_numeric_keywords_with_neighbor_context_and_numeric_summary,5859,1465,1606,True,True
MDA_5102_GCB_2020,AR03,18,6,MDA_P001|MDA_P003|MDA_P004|MDA_P005|MDA_P008|MDA_P009,operating_driver_keywords_with_causal_priority,6337,1585,1606,True,True
